Enabled email inbox for user {0},Caixa de entrada de e-mail ativada para o usuário {0},
Enabled scheduled execution for script {0},Execução programada ativada para o script {0},
End Date,Data Final,
End Date Field,Campo de data final,
End Date cannot be before Start Date!,A data de término não pode ser anterior à data de início!,
Endpoint URL,URL do endpoint,
Ends on,Termina em,
Energy Point,Ponto de energia,
Energy Point Log,Log de ponto de energia,
Energy Point Rule,Regra do ponto de energia,
Energy Point Settings,Configurações de ponto de energia,
Energy Point Update on {0},Atualização do Energy Point em {0},
Energy Points,Pontos de energia,
Enter Client Id and Client Secret in Google Settings.,Digite o ID do cliente e o segredo do cliente nas Configurações do Google.,
Enter Code displayed in OTP App.,Digite o código exibido no aplicativo OTP.,
Enter Email Recipient(s),Digite email do Destinatário(s),
Enter Form Type,Digite o Tipo de Formulário,
Enter Value,Insira o Valor,Title of prompt dialog
"Enter default value fields (keys) and values. If you add multiple values for a field, the first one will be picked. These defaults are also used to set ""match"" permission rules. To see list of fields, go to ""Customize Form"".","Insira campos de valor padrão (teclas) e valores. Se adicionar diversos valores para um campo, será escolhido o primeiro. Estes padrões também são utilizados para definir regras de permissão de ""correspondência. Para ver a lista de campos, vá a ""Personalizar Formulário"".",
Enter folder name,Digite o nome da pasta,
"Enter static url parameters here (Eg. sender=ERPNext, username=ERPNext, password=1234 etc.)","Digite os parâmetros da URL estática aqui (por exemplo remetente=ERPNext, usuario=ERPNext, senha=1234, etc)",
Enter url parameter for message,Digite o parâmetro da url para mensagem,
Enter url parameter for receiver nos,Digite o parâmetro da url para os números de receptores,
Enter your password,Digite sua senha,
Entity Name,Nome da entidade,
Entity Type,Tipo de entidade,
Equals,Igual,
Error,Erro,
Error Code: {0},Código do Erro: {0},
Error Log,Log de Erro,
Error Message,Mensagem de erro,
"Error connecting to QZ Tray Application...<br><br> You need to have QZ Tray application installed and running, to use the Raw Print feature.<br><br><a target=""_blank"" href=""https://qz.io/download/"">Click here to Download and install QZ Tray</a>.<br> <a target=""_blank"" href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"">Click here to learn more about Raw Printing</a>.","Erro ao conectar ao aplicativo da bandeja QZ ... <br><br> Você precisa ter o aplicativo QZ Tray instalado e em execução, para usar o recurso Raw Print. <br><br> <a href=""https://qz.io/download/"" target=""_blank"">Clique aqui para baixar e instalar a bandeja QZ</a> . <br> <a href=""https://erpnext.com/docs/user/manual/en/setting-up/print/raw-printing"" target=""_blank"">Clique aqui para saber mais sobre a impressão em bruto</a> .",
Error has occurred in {0},Ocorreu um erro em {0},
Error in Notification,Erro na notificação,
Error while connecting to email account {0},Erro ao conectar-se à conta de e-mail {0},
Error while evaluating Notification {0}. Please fix your template.,Erro ao avaliar a notificação {0}. Por favor corrija seu modelo.,
Error: Document has been modified after you have opened it,Erro: O documento foi modificado depois de aberto,
Error: Value missing for {0}: {1},Erro: Falta valor para {0}: {1},
Event,Evento,
Event Category,Categoria do Evento,
Event Participants,Participantes do Evento,
Event Reminders,Lembretes de eventos,
Event Synced with Google Calendar.,Evento sincronizado com o Google Agenda.,
Event Type,Tipo de Evento,
Events,Calendário,
Events in Today's Calendar,Eventos no calendário de hoje,
Everyone,Todos,
"Ex: ""colors"": [""#d1d8dd"", ""#ff5858""]","Ex: &quot;cores&quot;: [&quot;# d1d8dd&quot;, &quot;# ff5858&quot;]",
Example,Exemplo,
"Example: ""/desk""",Exemplo: &quot;/ desk&quot;,
Example: #Tree/Account,Exemplo: # árvore / conta,
Example: 00001,Exemplo: 00001,
Example: {{ subject }},Exemplo: {{subject}},
Excel,Excel,
Exception,Exceção,
Execute,Executar,
Execute Console script,Executar script de console,
Execution Time: {0} sec,Tempo de Execução: {0} seg,
Expand,Expandir,
Expand All,Expandir todos,
Expert,Especialista,
Expiration time,Data de validade,
Expire Notification On,Expiram Notificação Lig,
Expired,Expirado,
Expires In,Expira em,
Expires On,Expira Em,
Expiry time of QR Code Image Page,Tempo de expiração da página de imagem de código QR,
Export,Exportar,
Export 1 record,Exportar 1 registro,
Export Custom Permissions,Exportar Permissões Personalizadas,
Export Customizations,Exportar Personalizações,
Export Data,Exportar dados,
Export Errored Rows,Exportar linhas com erro,
Export From,Exportar de,
Export Report: {0},Relatório de exportação: {0},Export report
Export Type,Tipo de Exportação,
Export all matching rows?,Exportar todas as linhas?,
Export in Background,Enviar por e-mail,
Export not allowed. You need {0} role to export.,Exportação não é permitida. Você precisa da função {0} para exportar.,
Export {0} records,Exportar {0} registros,
Expose Recipients,Mostrar Destinatários,
"Expression, Optional","Expressão, Opcional",
Facebook,Facebook,
Fail,Falha,
Failed,Falhou,
Failed Transactions,Transações com falha,
Failed to change password.,Falha ao alterar a senha.,
Failed to complete setup,Falha ao concluir a configuração,
Failed to connect to server,Falha ao conectar-se ao servidor,
"Failed to decode token, please provide a valid base64-encoded token.","Falha ao decodificar o token, forneça um token codificado em base64 válido.",
Failure,Falha,
FavIcon,FavIcon,
Fax,Fax,
Featured,Destaque,
Feedback,Comentários,
Feedback Request,Solicitação de Feedback,
Female,Feminino,
Fetch From,Buscar de,
Fetch Images,Buscar imagens,
Fetch attached images from document,Buscar imagens anexadas do documento,
Fetching default Global Search documents.,Buscando documentos padrão da Pesquisa Global.,
Field,Campo,
"Field ""route"" is mandatory for Web Views",O campo &quot;rota&quot; é obrigatório para Web Views,
"Field ""value"" is mandatory. Please specify value to be updated","O campo ""valor"" é obrigatório. Por favor, especifique o valor a ser atualizado",
Field Description,Descrição do Campo,
Field Name,Nome do Campo,
Field To Check,Campo a verificar,
Field Type,Tipo de Campo,
"Field that represents the Workflow State of the transaction (if field is not present, a new hidden Custom Field will be created)","Campo que representa o status da transação no fluxo de trabalho (se o campo não estiver presente, um novo campo oculto personalizado será criado)",
Field to Track,Campo para rastrear,
Field type cannot be changed for {0},O tipo de campo não pode ser alterado para {0},
Field {0} not found.,Campo {0} não encontrado.,
Fieldname,Nome do Campo,
Fieldname is limited to 64 characters ({0}),Fieldname é limitado a 64 caracteres ({0}),
Fieldname not set for Custom Field,Fieldname não definida para campo personalizado,
Fieldname which will be the DocType for this link field.,Nome do campo que será o DocType para este campo link.,
Fieldname {0} cannot have special characters like {1},Fieldname {0} não pode ter caracteres especiais como {1},
Fieldname {0} conflicting with meta object,Nome do campo {0} em conflito com meta-objeto,
Fieldname {0} is restricted,O nome do campo {0} é restrito,
Fields,Campos,
Fields Multicheck,Campos Multicheck,
"Fields separated by comma (,) will be included in the ""Search By"" list of Search dialog box","Campos separados por vírgula (,) será incluído no &quot;Pesquisar por&quot; lista de caixa de diálogo Pesquisar",
Fieldtype,Tipo de Campo,
Fieldtype cannot be changed from {0} to {1} in row {2},FieldType não pode ser alterado a partir de {0} a {1} em linha {2},
File,Arquivo,
File '{0}' not found,Arquivo &#39;{0}&#39; não encontrado,
File Backup,Backup de arquivos,
File Information,Informações do arquivo,
File Manager,Gestor de Arquivos,
File Name,Nome do arquivo,
File Size,Tamanho do arquivo,
File Type,Tipo de arquivo,
File URL,URL do arquivo,
File backup is ready,O backup do arquivo está pronto,
File name cannot have {0},O nome do arquivo não pode ter {0},
File not attached,Arquivo não anexado,
File size exceeded the maximum allowed size of {0} MB,O tamanho do arquivo excedeu o tamanho máximo permitido de {0} MB,
File too big,Arquivo muito grande,
File {0} does not exist,Arquivo {0} não existe,
Files,Arquivos,
Filter,Filtrar,
Filter By,Filtrar por,
Filter Data,Filtrar dados,
Filter List,Lista de filtros,
Filter Meta,Filtrar Meta,
Filter Name,Nome do filtro,
Filter Values,Valores de filtro,
Filter must be a tuple or list (in a list),O filtro deve ser uma tupla ou lista (em uma lista),
"Filter must have 4 values (doctype, fieldname, operator, value): {0}","O filtro deve ter 4 valores (doctype, fieldname, operador, valor): {0}",
Filter...,Filtre...,
Filtered Records,Registros Filtrados,
"Filtered by ""{0}""",Filtrados por &quot;{0}&quot;,
Filters,Filtros,
Filters Configuration,Configuração de Filtros,
Filters Display,Exibição dos Filtros,
Filters JSON,Filtros JSON,
Filters Section,Seção de Filtros,
Filters applied for {0},Filtros aplicados para {0},
Filters saved,Filtros salvos,
"Filters will be accessible via <code>filters</code>. <br><br>Send output as <code>result = [result]</code>, or for old style <code>data = [columns], [result]</code>","Os filtros estarão acessíveis por meio de <code>filters</code> .<br><br> Envie a saída como <code>result = [result]</code> ou para <code>data = [columns], [result]</code> estilo antigo <code>data = [columns], [result]</code>",
Find {0} in {1},Localizar {0} em {1},
Finished,Acabado,
First,Primeiro,
First Name,Nome,
First Success Message,Primeira mensagem de sucesso,
First Transaction,Primeira Transação,
First data column must be blank.,Primeira coluna de dados deve estar em branco.,
First set the name and save the record.,"Primeiro, defina o nome e salve o registro.",
Flag,Bandeira,
Float,Float,
Float Precision,Precisão de Casas Decimais,
Fold,Dobrar,
Fold can not be at the end of the form,Fold não pode ser no final da forma,
Fold must come before a Section Break,Dobre deve vir antes de uma quebra de secção,
Folder,Pasta,
Folder name should not include '/' (slash),O nome da pasta não deve incluir &#39;/&#39; (slash),
Folder {0} is not empty,Pasta {0} não está vazio,
Follow,Segue,
Followed by,Seguido por,
Following fields are missing:,Seguintes campos estão faltando:,
Following fields have missing values:,Os campos a seguir estão em branco:,
Font,fonte,
Font Properties,Propriedades da fonte,
Font Size,Tamanho da Fonte,
Fonts,Fontes,
Footer,Rodapé,
Footer HTML,HTML de rodapé,
Footer Items,Itens do Rodapé,
Footer Logo,Logotipo do rodapé,
Footer Template,Modelo de rodapé,
Footer Template Values,Valores de modelo de rodapé,
Footer will display correctly only in PDF,Rodapé será exibido corretamente somente em PDF,
For DocType Link / DocType Action,Para DocType Link / DocType Action,
For Document Event,Para evento de documento,
For Document Type,Para o tipo de documento,
For Example: {} Open,Por exemplo: {} aberto,
For User,Para o Usuário,
For Value,Por valor,
"For comparison, use >5, <10 or =324. For ranges, use 5:10 (for values between 5 & 10).","Para comparação, use&gt; 5, &lt;10 ou = 324. Para intervalos, use 5:10 (para valores entre 5 e 10).",
For example if you cancel and amend INV004 it will become a new document INV004-1. This helps you to keep track of each amendment.,"Por exemplo, se você cancelar e corrigir o INV004, ele vai se tornar um novo documento chamado INV004-1. Isso ajuda você a manter o controle de cada alteração.",
"For example: If you want to include the document ID, use {0}","Por exemplo: Se você quiser incluir a ID do documento, use {0}",
For example: {} Open,Por exemplo: {} Abra,
"For help see <a href=""https://frappeframework.com/docs/user/en/guides/portal-development/web-forms"" target=""_blank"">Client Script API and Examples</a>","Para obter ajuda, consulte <a href=""https://frappeframework.com/docs/user/en/guides/portal-development/web-forms"" target=""_blank"">Client Script API e exemplos</a>",
"For more information, {0}.","Para mais informações, {0}.",
"For updating, you can update only selective columns.","Para a atualização, você pode atualizar colunas só seletivos.",
For {0} at level {1} in {2} in row {3},Por {0} a nível {1} em {2} na linha {3},
Force,Força,
Force Show,Forçar Exibição,
Force User to Reset Password,Forçar usuário a redefinir a senha,
Forgot Password?,Esqueceu a senha?,
Form Settings,Configurações de formulário,
Form URL-Encoded,Codificado em URL do formulário,
Format,Formato,
Format Data,Formato de dados,
Forward,Frente,
Forward To Email Address,Encaminhar para Email,
Fraction,Fração,
Fraction Units,Unidades Fracionadas,
Frappe,Frappe,
Frappe Framework,Frappe Framework,
Frappe page builder using components,Construtor de páginas Frappe usando componentes,
Frequency,Frequência,
Friday,Sexta-feira,
From,De,
From Date,Data De,
From Date Field,Do campo de data,
From Document Type,Do tipo de documento,
From Full Name,De nome completo,
From User,Do Usuário,
Full,Cheio,
Full Name,Nome Completo,
Full Page,Página completa,
Full Width,Largura completa,
Function,Função,
Function Based On,Função baseada em,
Fw: {0},Fw: {0},
GMail,Gmail,
Gantt,Gantt,
Gender,Sexo,
Genderqueer,Genderqueer,
General,Geral,
Generate Keys,Gerar Chaves,
Generate New Report,Gerar novo relatório,
Geo,Geo,
Geolocation,Geolocalização,
Get Alerts for Today,Obter Alertas para Hoje,
Get Contacts,Obter contatos,
Get Fields,Obter campos,
Get Items,Obter Itens,
Get notified when an email is received on any of the documents assigned to you.,Seja notificado quando um e-mail for recebido sobre qualquer um dos documentos atribuídos a você.,
Get your globally recognized avatar from Gravatar.com,Obtenha seu avatar globalmente reconhecido de Gravatar.com,
Git Branch,Git Branch,
GitHub,GitHub,
Github flavoured markdown syntax,Sintaxe de marcação com sabor de Github,
Give Review Points,Dê pontos de revisão,
Global Search DocType,DocType de pesquisa global,
Global Search Document Types Reset.,Redefinir tipos de documentos de pesquisa global.,
Global Search Settings,Configurações globais de pesquisa,
Global Shortcuts,Atalhos Globais,
Global Unsubscribe,Cancelar Inscrição Global,
Go,Ir,
Go Back,Volte,
Go to Notification Settings List,Lista de configurações de notificação,
Go to Page,Vá para página,
Go to Workspace,Ir para Workspace,
Go to next record,Vai para o próximo registro,
Go to previous record,Ir para o registro anterior,
Go to the document,Vá para o documento,
Go to {0},Vá para {0},
Go to {0} List,Ir para a {0} lista,
Go to {0} Page,Ir para {0} Página,
Goal,Meta,
Google,Google,
Google Analytics ID,ID do Google Analytics,
Google Calendar,Agenda do Google,
"Google Calendar - Could not create Calendar for {0}, error code {1}.","Google Agenda - Não foi possível criar a Agenda para {0}, código de erro {1}.",
"Google Calendar - Could not delete Event {0} from Google Calendar, error code {1}.","Google Agenda - Não foi possível excluir o Evento {0} do Google Agenda, código de erro {1}.",
"Google Calendar - Could not fetch event from Google Calendar, error code {0}.","Google Agenda - Não foi possível buscar o evento no Google Agenda, código de erro {0}.",
"Google Calendar - Could not insert contact in Google Contacts {0}, error code {1}.","Google Agenda - Não foi possível inserir o contato nos Contatos do Google {0}, código de erro {1}.",
"Google Calendar - Could not insert event in Google Calendar {0}, error code {1}.","Google Agenda - Não foi possível inserir o evento no Google Agenda {0}, código de erro {1}.",
"Google Calendar - Could not update Event {0} in Google Calendar, error code {1}.","Google Agenda - Não foi possível atualizar o Evento {0} no Google Agenda, código de erro {1}.",
Google Calendar Event ID,ID do evento do Google Agenda,
Google Calendar ID,ID da Agenda do Google,
Google Calendar has been configured.,O Google Agenda foi configurado.,
Google Contacts,Contatos do Google,
"Google Contacts - Could not sync contacts from Google Contacts {0}, error code {1}.","Contatos do Google - Não foi possível sincronizar contatos dos Contatos do Google {0}, código de erro {1}.",
"Google Contacts - Could not update contact in Google Contacts {0}, error code {1}.","Contatos do Google - Não foi possível atualizar o contato nos Contatos do Google {0}, código de erro {1}.",
Google Contacts Id,ID de contatos do Google,
Google Drive,Google Drive,
Google Drive - Could not create folder in Google Drive - Error Code {0},Google Drive - Não foi possível criar a pasta no Google Drive - Código de erro {0},
Google Drive - Could not find folder in Google Drive - Error Code {0},Google Drive - Não foi possível encontrar a pasta no Google Drive - Código de erro {0},
Google Drive - Could not locate - {0},Google Drive - Não foi possível localizar - {0},
Google Drive Backup Successful.,Backup do Google Drive bem-sucedido.,
Google Font,Google Font,
Google Settings,Configurações do Google,
Google Sheets URL is invalid or not publicly accessible.,O URL do Planilhas Google é inválido ou não está acessível publicamente.,
"Google Sheets URL must end with ""gid={number}"". Copy and paste the URL from the browser address bar and try again.",O URL do Planilhas Google deve terminar com &quot;gid = {número}&quot;. Copie e cole o URL da barra de endereço do navegador e tente novamente.,
Google Snippet Preview,Visualização de snippet do Google,
Grant Type,Tipo Grant,
Greater Than,Maior que,
Greater Than Or Equal To,Maior ou igual a,
Green,Verde,
Group,Grupo,
Group By,Agrupar por,
Group By Based On,Agrupar por Com base em,
Group By Type,Agrupar por tipo,
Group By field is required to create a dashboard chart,O campo Agrupar por é necessário para criar um gráfico de dashboard,
HH:mm,HH: mm,
HH:mm:ss,HH: mm: ss,
HTML,HTML,
HTML Editor,Editor de HTML,
HTML Page,Página HTML,
HTML for header section. Optional,HTML para a seção de cabeçalho. opcional,
HTML with jinja support,HTML com suporte jinja,
Half,Metade,
Half Day,Meio Período,
Half Yearly,Semestrais,
Half-yearly,Semestralmente,
Has  Attachment,possui anexo,
Has Attachments,Tem anexos,
Has Domain,Tem domínio,
Has Role,Tem Função,
Has Web View,Tem Web View,
Have an account? Login,Possui cadastro? Entre,
Header,Cabeçalho,
Header HTML,HTML de cabeçalho,
Header HTML set from attachment {0},Conjunto HTML de cabeçalho do anexo {0},
Header and Breadcrumbs,Cabeçalho e breadcrumbs,
Headers,Cabeçalhos,
Heading,Título,
Heatmap,Mapa de calor,
Help,Ajuda,
Help Article,Artigo de Ajuda,
Help Articles,Artigo de Ajuda,
Help Category,Categoria de Ajuda,
Help Dropdown,Ajuda suspensa,
Help HTML,Ajuda HTML,
Help on Search,Ajuda na Pesquisa,
Helvetica,Helvetica,
Hi {0},Oi {0},
Hidden,Escondido,
Hide,ocultar,
Hide Block,Esconder o Bloco,
Hide Border,Ocultar borda,
Hide CTA,Ocultar CTA,
Hide Copy,Ocultar Cópia,
Hide Custom DocTypes and Reports,Ocultar tipos de documentos e relatórios personalizados,
Hide Days,Ocultar dias,
Hide Login,Ocultar login,
Hide Seconds,Ocultar segundos,
Hide Standard Menu,Esconder Menu Padrão,
Hide Weekends,Ocultar finais de semana,
Hide details,Ocultar Detalhes,
Hide footer in auto email reports,Ocultar o rodapé nos relatórios de e-mail automático,
High,Alto,
Higher priority rule will be applied first,Regra de prioridade mais alta será aplicada primeiro,
Highlight,Realçar,
"Hint: Include symbols, numbers and capital letters in the password","Dica: Inclua símbolos, números e letras maiúsculas na senha",
Home,Início,
Home Page,Pagina inicial,
Home Settings,Configurações iniciais,
Home/Test Folder 1,Início / Teste pasta 1,
Home/Test Folder 1/Test Folder 3,Pasta Principal / Teste 1 / Teste Pasta 3,
Home/Test Folder 2,Início / Teste pasta 2,
Hourly,De hora em hora,
Hourly Long,Por hora,
Hourly rate limit for generating password reset links,Limite de taxa por hora para gerar links de redefinição de senha,
"How should this currency be formatted? If not set, will use system defaults","Como essa moeda deve ser formatada? Se não for definido, serão usados os padrões do sistema",
ID,ID,D
ID (name) of the entity whose property is to be set,ID (nome) da entidade cuja propriedade é para ser definida,
IP Address,Endereço de IP,
Icon,Ícone,
Icon will appear on the button,O ícone aparecerá no botão,
Identity Details,Detalhes da identidade,
Idx,Idx,
"If Apply Strict User Permission is checked and User Permission is defined for a DocType for a User, then all the documents where value of the link is blank, will not be shown to that User","Se a opção Aplicar permissão de usuário estrito estiver marcada e a permissão de usuário for definida para um DocType para um usuário, todos os documentos onde o valor do link estiver em branco não serão exibidos para esse usuário",
If Checked workflow status will not override status in list view,Uma vez selecionado o status do fluxo de trabalho não sobrescreverá o status do documentos na visualização da lista,
If Owner,Se proprietário,
"If a Role does not have access at Level 0, then higher levels are meaningless.","Se uma função não tem acesso no nível 0, então os níveis mais altos são irrelevantes.",
"If checked, all other workflows become inactive.","Se marcada, todos os outros fluxos de trabalho tornam-se inativos.",
"If checked, users will not see the Confirm Access dialog.","Se selecionada, s usuáários não verão a janela Confirmar Accesso.",
"If disabled, this role will be removed from all users.",Se esta função for desativada será removida em todos os usuários.,
"If enabled,  user can login from any IP Address using Two Factor Auth, this can also be set for all users in System Settings","Se ativado, o usuário pode efetuar login a partir de qualquer endereço IP usando a autenticação de dois fatores, isso também pode ser definido para todos os usuários nas configurações do sistema",
"If enabled, all users can login from any IP Address using Two Factor Auth. This can also be set only for specific user(s) in User Page","Se ativado, todos os usuários podem efetuar login a partir de qualquer endereço IP usando a autenticação de dois fatores. Isso também pode ser definido apenas para usuários específicos na página do usuário",
"If enabled, changes to the document are tracked and shown in timeline","Se ativado, as alterações no documento são rastreadas e mostradas na linha do tempo",
"If enabled, document views are tracked, this can happen multiple times","Se ativado, as visualizações de documentos são rastreadas, isso pode acontecer várias vezes",
"If enabled, the document is marked as seen, the first time a user opens it","Se ativado, o documento é marcado como visto, a primeira vez que um usuário o abre",
"If enabled, the notification will show up in the notifications dropdown on the top right corner of the navigation bar.","Se ativada, a notificação aparecerá na lista suspensa de notificações no canto superior direito da barra de navegação.",
"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.","Se ativado, a força da senha será aplicada com base no valor Minimum Password Score. Um valor de 2 sendo médio forte e 4 sendo muito forte.",
"If enabled, users who login from Restricted IP Address, won't be prompted for Two Factor Auth","Se ativado, os usuários que fizerem login a partir do Endereço IP restrito não serão solicitados para autenticação de dois fatores",
"If enabled, users will be notified every time they login. If not enabled, users will only be notified once.","Se ativado, os usuários serão notificados sempre que iniciarem sessão. Se não estiver ativado, os usuários só serão notificados uma vez.",
"If left empty, the default workspace will be the last visited workspace","Se deixado em branco, o espaço de trabalho padrão será o último espaço de trabalho visitado",
If non standard port (e.g. 587),"Se não for a porta padrão (por exemplo, 587)",
"If non standard port (e.g. 587). If on Google Cloud, try port 2525.","Se não porta padrão (por exemplo, 587). Se no Google Cloud, tente a porta 2525.",
"If non-standard port (e.g. POP3: 995/110, IMAP: 993/143)","Se porta não padrão (por exemplo, POP3: 995/110, IMAP: 993/143)",
"If not set, the currency precision will depend on number format","Se não for definido, a precisão da moeda dependerá do formato de número",
"If the user has any role checked, then the user becomes a ""System User"". ""System User"" has access to the desktop","Se o usuário tiver alguma função selecionada, então o usuário torna-se um ""Usuário do Sistema"". Um ""Usuário do Sistema"" tem acesso à área de trabalho",
"If these instructions where not helpful, please add in your suggestions on GitHub Issues.","Se estas instruções não forem úteis, dê sua sugestão no GitHub.",
If user is the owner,Se o usuário é o proprietário,
"If you are updating, please select ""Overwrite"" else existing rows will not be deleted.","Se você estiver atualizando, por favor selecione ""Substituir"" linhas outra existentes não serão excluídos.",
"If you are uploading new records, ""Naming Series"" becomes mandatory, if present.","Se você estiver fazendo upload de novos registros, a coluna ""Naming Series"" torna-se obrigatória, se presente.",
"If you are uploading new records, leave the ""name"" (ID) column blank.","Se você estiver fazendo upload de novos registros, deixe a coluna ""name"" (ID) em branco.",
"If you set this, this Item will come in a drop-down under the selected parent.","Se você definir isso, este item virá em um drop-down sob o pai selecionado .",
"If you think this is unauthorized, please change the Administrator password.","Se você acha que isso não é autorizado, por favor mude a senha do administrador.",
"If your data is in HTML, please copy paste the exact HTML code with the tags.","Se os dados estiverem em HTML, por favor, copie e cole o código HTML exato com as tags.",
Ignore User Permissions,Ignorar permissões de usuári,
Ignore XSS Filter,Ignorar Filtro XSS,
Ignore attachments over this size,Ignorar anexos maiores que este tamanho,
Ignored Apps,Aplicativos ignorados,
Illegal Access Token. Please try again,"Ilegal acesso token. Por favor, tente novamente",
Illegal Document Status for {0},Status ilegal do documento para {0},
Illegal SQL Query,Consulta SQL ilegal,
Image,Imagem,
Image Field,Campo de Imagem,
Image Link,Link da Imagem,
Image View,Visualização de Imagem,
Image field must be a valid fieldname,Campo de imagem deve ser um nome de campo válido,
Image field must be of type Attach Image,Campo de imagem deve ser do tipo Anexar Imagem,
Images,Imagens,
Implicit,Implícito,
Import,Importar,
Import Email From,Importar Email do,
Import File,Importar arquivo,
Import File Errors and Warnings,Erros e avisos de importação de arquivos,
Import Log,Log de Importação,
Import Log Preview,Visualização do registro de importação,
Import Preview,Visualização de importação,
Import Progress,Progresso da importação,
Import Subscribers,Importar Inscritos,
Import Type,Tipo de Importação,
Import Warnings,Avisos de importação,
Import Zip,Importar Zip,
Import from Google Sheets,Importar do Planilhas Google,
"Import template should be of type .csv, .xlsx or .xls","O modelo de importação deve ser do tipo .csv, .xlsx ou .xls",
Import template should contain a Header and atleast one row.,"O modelo de importação deve conter um cabeçalho e, pelo menos, uma linha.",
Importing {0} of {1},Importando {0} de {1},
"Importing {0} of {1}, {2}","Importando {0} de {1}, {2}",
In,Em,
In Days,Em dias,
In Filter,No Filtro da Lista,
In Global Search,Na Busca Global,
In Grid View,Na Visualização do Grid,
In List View,Mostrar na Visualização da Lista,
In Preview,Na pré-visualização,
In Progress,Em andamento,
In Reply To,Em resposta a,
In Standard Filter,Em Filtro Padrão,
In points. Default is 9.,Em pontos. O padrão é 9.,
In seconds,Em segundos,
Inactive,Inativo,
Inbox,Caixa de Entrada,
Inbox User,Usuário da caixa de entrada,
Include Search in Top Bar,Incluem a busca no Top Bar,
Include Theme from Apps,Incluir tema de aplicativos,
Include Web View Link in Email,Enviar link no email para visualizar o documento online,
Include indentation,Incluir recuo,
"Include symbols, numbers and capital letters in the password","Inclua símbolos, números e letras maiúsculas na senha",
Incoming email account not correct,A conta de e-mail recebida não é correta,
Incomplete login details,Detalhes de login incompletos,
Incorrect Configuration,Configuração Incorreta,
Incorrect URL,URL incorreto,
Incorrect User or Password,Usuário ou Senha Incorreta,
Incorrect Verification code,Código de verificação incorreto,
Index,Índice,
Index Web Pages for Search,Índice de páginas da web para pesquisa,
Indicator,Indicador,
Info,Informações,
Info:,Info:,
Initial Sync Count,Contagem de sincronização inicial,
InnoDB,InnoDB,
Insert,Inserir,
Insert Above,Inserir Acima,
Insert After,Inserir Após,
Insert After cannot be set as {0},Depois de inserir não pode ser definido como {0},
"Insert After field '{0}' mentioned in Custom Field '{1}', with label '{2}', does not exist","O campo Inserir Depois '{0}' mencionado no Campo Personalizado '{1}', com rótulo '{2}', não existe",
Insert Below,Inserir Abaixo,
Insert Column Before {0},Inserir coluna antes de {0},
Insert New Records,Inserir novos registros,
Insert Style,Inserir Estilo,
Installed Application,Aplicativo Instalado,
Installed Applications,Aplicativos Instalados,
Instructions,Instruções,
Instructions Emailed,Instruções Emailed,
Insufficient Permission for {0},Permissão insuficiente para {0},
Int,Inteiro,
Integration Request,Pedido de Integração,
Integrations,Integrações,
Integrations can use this field to set email delivery status,Integrações pode usar este campo para definir o status de entrega de email,
Interests,Juros,
Intermediate,Intermediário,
Internal Server Error,Erro do Servidor Interno,
Internal record of document shares,Registro interno de ações de documentos,
Introduce your company to the website visitor.,Apresente sua empresa para o visitante do site.,
Introduction,Introdução,
Introductory information for the Contact Us Page,Informação introdutória para a página Fale Conosco,
Invalid,Inválido,
"Invalid ""depends_on"" expression",Expressão &quot;dependente&quot; dependente inválida,
"Invalid ""depends_on"" expression set in filter {0}",Expressão &quot;depends_on&quot; inválida definida no filtro {0},
Invalid CSV Format,Formato inválido de CSV,
Invalid Credentials,Credenciais inválidas,
Invalid Date,Data inválida,
Invalid Filter Value,Valor de filtro inválido,
Invalid Home Page,Inválido Página Inicial,
Invalid Link,Fazer a ligação inválido,
Invalid Login Token,Inválido símbolo de logon,
Invalid Login. Try again.,Login inválido. Tente novamente.,
Invalid Mail Server. Please rectify and try again.,"Mail Server inválido . Por favor, corrigir e tentar novamente.",
Invalid Option,Opção Inválida,
Invalid Output Format,Formato de saída inválido,
Invalid Password,senha inválida,
Invalid Request,Requisição Inválida,
Invalid Search Field {0},Campo de pesquisa inválido {0},
Invalid URL,URL inválida,
Invalid User Name or Support Password. Please rectify and try again.,"Nome de usuário ou senha inválidos. Por favor, corrigir e tentar novamente.",
Invalid column,Coluna inválida,
Invalid expression set in filter {0},Expressão inválida definida no filtro {0},
Invalid expression set in filter {0} ({1}),Expressão inválida definida no filtro {0} ({1}),
Invalid field name {0},Nome do campo inválido {0},
Invalid fieldname '{0}' in autoname,nome do campo inválido '{0}' em autoname,
Invalid file path: {0},Caminho de arquivo inválido: {0},
Invalid filter: {0},Filtro inválido: {0},
Invalid include path,Caminho de inclusão inválido,
Invalid json added in the custom options: {0},JSON inválido adicionado nas opções personalizadas: {0},
Invalid or corrupted content for import,Conteúdo inválido ou corrompido para importação,
Invalid template file for import,Arquivo de modelo inválido para importação,
Invalid username or password,nome de usuário ou senha inválidos,
Invalid {0} condition,Condição inválida {0},
Inverse,Inverso,
Invite as User,Convidar Como Usuário,
Is,É,
Is Active,É Ativo,
Is Attachments Folder,É Pasta de Anexos,
Is Child Table,É Tabela Filho,
Is Complete,Está completo,
Is Completed,Está completo,
Is Custom Field,É campo personalizado,
Is Default,É Padrão,
Is Folder,É Pasta,
Is Global,É global,
Is Hidden,Escondido,
